"finch_id","finch_cat_id","finch_cat_name","finch_cat_name_a","finch_cat_id_a","finch_cat_name_b","finch_cat_id_b","finch_cat_name_c","finch_cat_id_c","description","name","brand_name","features","additionalproperties"
amzn_us___B0C5JDVLQB,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Avocado Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Brand\"", \""value\"": \""xigua\""}"",""{\""name\"": \""Color\"", \""value\"": \""Avocado N55\""}"",""{\""name\"": \""Size\"", \""value\"": \""52*28 inch\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""Velvet, Cotton\""}"",""{\""name\"": \""Special Feature\"", \""value\"": \""Disposable,Durable,Premium,Reusable\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash, Dry Clean Only\""}"",""{\""name\"": \""Water Resistance Level\"", \""value\"": \""Waterproof\""}"",""{\""name\"": \""Age Range (Description)\"", \""value\"": \""Baby\""}"",""{\""name\"": \""Material\"", \""value\"": \""cotton, synthetic, velvet, silk\""}"",""{\""name\"": \""Product Dimensions\"", \""value\"": \""52 x 28 x 0.4 inches\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JDVLQB\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""May 17, 2023\""}""}"
amzn_us___B013UFDVPW,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"The perfect pack for day care centers, these mattresses will keep baby comfortable and sleeping a whole nap long. The waterproof vinyl cover protects the inner layer from those inevitable spills.","bkb Daycare 6 Piece Cradle Mattresses, 8"" x 36"" x 2""",BKB,"{""Meets us safety standards"",""Set includes: 6 mattresses"",""Made in USA"",""2\"" thick""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""18 x 36 x 2 inches\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""009243348238\""}"",""{\""name\"": \""Material Type\"", \""value\"": \""Vinyl\""}"",""{\""name\"": \""Care instructions\"", \""value\"": \""Machine Wash\""}"",""{\""name\"": \""Additional product features\"", \""value\"": \""Waterproof\""}"",""{\""name\"": \""Batteries required\"", \""value\"": \""No\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""6.39 pounds\""}"",""{\""name\"": \""Country/Region of origin\"", \""value\"": \""USA\""}"",""{\""name\"": \""Age Range Description\"", \""value\"": \""Baby\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B013UFDVPW\""}""}"
amzn_us___B00U2060U2,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,Keep baby comfy and dry with the Kolcraft Baby Dri crib and toddler mattress. A supportive 80 coil innerspring mattress with a waterproof cover that wipes away leaky messes easily. Thick hypoallergenic all-around support wrap for a firm foundation.,Kolcraft Baby Dri Crib & Toddler Mattress,Kolcraft,"{""10 year manufacturer's on workmanship and materials."",""Meets or exceeds all flammability, lead, and phtlalate testing and does not contain toxic fire retardants."",""The Kolcraft Baby Dri offers 80 firm coils Thick hypoallergenic comfort and support wrap is tested for lasting durability"",""Measures 51. 63 x 27. 25 x 5 inches and fits both cribs and toddler bed frames"",""Waterproof binding and cover Airflow pocket keeps mattress fresh without potentially hazardous small metal vents""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""8 x 8 x 8 inches\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""11.9 pounds\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B00U2060U2\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""KM180-LIL1\""}"",""{\""name\"": \""Manufacturer recommended age\"", \""value\"": \""3 months - 3 years\""}"",""{\""name\"": \""Release date\"", \""value\"": \""May 25, 2011\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""Kolcraft\""}""}"
amzn_us___B0C5JGMKQN,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JGMKQN\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""May 17, 2023\""}""}"
amzn_us___B0C5JCR3F8,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JCR3F8\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""May 17, 2023\""}""}"
amzn_us___B0C5JCVZ6W,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Brand\"", \""value\"": \""xigua\""}"",""{\""name\"": \""Color\"", \""value\"": \""Frog N8\""}"",""{\""name\"": \""Size\"", \""value\"": \""52*28 inch\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""Velvet, Cotton\""}"",""{\""name\"": \""Special Feature\"", \""value\"": \""Disposable,Durable,Premium,Reusable\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash, Dry Clean Only\""}"",""{\""name\"": \""Water Resistance Level\"", \""value\"": \""Waterproof\""}"",""{\""name\"": \""Age Range (Description)\"", \""value\"": \""Baby\""}"",""{\""name\"": \""Material\"", \""value\"": \""cotton, synthetic, velvet, silk\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JCVZ6W\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""05M 17, 2023\""}""}"
amzn_us___B0C3187G46,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"First Essentials is a family run business with over 45 years experience in manufacturing high quality baby accessories and products. Now in its second generation we are committed to producing high quality products to help you and your young ones through the growth process. We have invested in sourcing top factories with only the best quality products at a great value. Please be sure to see our entire collection on Amazon. Additionally, If you receive the wrong item or a damaged product, please contact us with attached images regarding the problem and we will make sure to fix the issue ASAP. After receiving your product make sure to leave us your feedback as this can help make a better buying experience for future customers!","First Essentials Baby Bassinet Cradle Mattress Oval 16"" x 28"" Breathable Foam Interior Waterproof Padded Design",First Essentials,"{""ACCURATE MEASUREMENTS: Ensure a perfect fit for your bassinet with our mattress by measuring the interior accurately."",""EASY-TO-CLEAN: Our waterproof vinyl surface makes cleaning up messes a breeze. Simply wipe clean or hand wash for tougher spills."",""INSTANT USE: Our bassinet mattresses are ready to use right out of the box, so your newborn can sleep soundly from day one. (Cover not included)"",""ULTIMATE COMFORT: Our cozy, soft, and smooth surface ensures your little one will sleep comfortably all night long. Our density foam is designed for effective airflow and reducing body heat. (Also known as a cradle mattress, replacement mattress, or colchon Moises.)"",""MADE IN THE USA: We take pride in manufacturing our mattresses in the USA to ensure the highest quality standards without increasing costs.""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""28 x 16 x 2.25 inches\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""1.19 pounds\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C3187G46\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""April 19, 2023\""}"",""{\""name\"": \""Age Range Description\"", \""value\"": \""Baby\""}""}"
amzn_us___B07FZD7FC5,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"Fitted portable / mini crib Sheet Measures 24 x 38 inches 100% cotton woven 280 TC Elastic around the entire edge for a safe and secure fit Features Grey Chevron Zigzag Machine washable and dryable Made In USA! Note: Please make sure to select the proper fitted sheet for your mattress size. There are two different depths available. If you have the standard 3 inch thick mattress, then make sure to select '24 x 38 x 3'. If you have the extra deep 5.5"" or 6"" mattress you will need the extra deep fitted '24 x 38 x 5.5' size sheet. The extra deep sheet works with brands such as the 'DaVinci extra deep mattress' as well as some other brands.","SheetWorld 100% Cotton Percale Extra Deep Fitted Portable Mini Crib Sheet 24 x 38 x 5.5, Grey Chevron Zigzag, Made in USA",SHEETWORLD.COM,"{""Measures 24 x 38 x 5.5 (extra deep)"",""100% Cotton Woven"",""Machine Washable & Dryable"",""MADE IN USA!""}","{""{\""name\"": \""Color\"", \""value\"": \""Grey Chevron Zigzag\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Size\"", \""value\"": \""Fitted 24x38x5.5\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""100% Cotton\""}"",""{\""name\"": \""Pattern\"", \""value\"": \""Chevron\""}"",""{\""name\"": \""Product Dimensions\"", \""value\"": \""38\\\""L x 24\\\""W\""}"",""{\""name\"": \""Brand\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""Thread Count\"", \""value\"": \""280\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash\""}"",""{\""name\"": \""Number of Pieces\"", \""value\"": \""1\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""8 ounces\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B07FZD7FC5\""}"",""{\""name\"": \""Country of Origin\"", \""value\"": \""USA\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""PC5-W118\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""March 10, 2023\""}""}"
amzn_us___B0BNKPR2CN,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"5"" Crib and Toddler Mattress","Moonlightfamily 5"" Crib and Toddler Mattress, 27.5x52 Dual Sided & 3-Layer Design Crib and Toddler Bed Memory Foam Mattress, fits 54x29 Size Cribs, Giraffe",Moonlightfamily,"{""Purely premium quilted fitted knitted cover: quilted fitted & soft, different patterns available for toddlers with childlike innocence. Perfect for back, side and stomach sleepers. Highly raved by parents in USA, Europe, and Asia."",""A special gift that designed for kids: 52x27.5 inch standard size that perfect fits the 29*54\"" cribs. Perfectly to sleep with Moonlight family toddler pillow for 24/7 long lasting safety and care."",""Premium high density foam: 5 inch medium firm support foam that contributes to kid's spine growth, and minimizes the potential risk. Recommend to use with a Moonlight family toddler pillow for better spinal growth and protection."",""Safety secured: edge reinforcement design for every single corner and sideline, all-roundly without any gaps. Providing ultimate comfort and safety for kids while they play or sleep."",""Durable and reliable: CertiPUR-USA foam certified. 30 day money back return policy. Make sure to collect and read the instruction card after opening the package. For any further questions or dissatisfaction, feel free to contact us via Email, Moonlight Family will be always offering you a better and satisfied solution.""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""52 x 27.5 x 5 inches\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""12 pounds\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""Moonlight family\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0BNKPR2CN\""}"",""{\""name\"": \""Country of Origin\"", \""value\"": \""China\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""TML10-giraffe\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""November 29, 2022\""}""}"
amzn_us___B07G28MBHB,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"Fitted portable / mini crib Sheet Measures 24 x 38 inches 100% cotton woven 280 TC Elastic around the entire edge for a safe and secure fit Features Polka Dots Grey Machine washable and dryable Made In USA! Note: Please make sure to select the proper fitted sheet for your mattress size. There are two different depths available. If you have the standard 3 inch thick mattress, then make sure to select '24 x 38 x 3'. If you have the extra deep 5.5"" or 6"" mattress you will need the extra deep fitted '24 x 38 x 5.5' size sheet. The extra deep sheet works with brands such as the 'DaVinci extra deep mattress' as well as some other brands.","SheetWorld 100% Cotton Percale Extra Deep Fitted Portable Mini Crib Sheet 24 x 38 x 5.5, Polka Dots Grey, Made in USA",SHEETWORLD.COM,"{""Measures 24 x 38 x 5.5 (extra deep)"",""100% Cotton Woven"",""Machine Washable & Dryable"",""MADE IN USA!""}","{""{\""name\"": \""Color\"", \""value\"": \""Polka Dots Grey\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Size\"", \""value\"": \""Fitted 24x38x5.5\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""100% Cotton\""}"",""{\""name\"": \""Pattern\"", \""value\"": \""Polka Dots, Solid\""}"",""{\""name\"": \""Product Dimensions\"", \""value\"": \""38\\\""L x 24\\\""W\""}"",""{\""name\"": \""Brand\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""Thread Count\"", \""value\"": \""280\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash\""}"",""{\""name\"": \""Number of Pieces\"", \""value\"": \""1\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""8 ounces\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B07G28MBHB\""}"",""{\""name\"": \""Country of Origin\"", \""value\"": \""USA\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""PC5-W916\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""March 10, 2023\""}""}"
amzn_us___B007QYIX1G,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"""Please note there is a 10% restocking fee on all Holy Lamb Organics returns.",Holy Lamb Organics Cozy Buns Crib Moisture Barrier Mattress Pad,Holy Lamb Organics,"{""100% Wool"",""Made in USA""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""10.3 x 9.2 x 3.2 inches\""}"",""{\""name\"": \""Is Discontinued By Manufacturer\"", \""value\"": \""No\""}"",""{\""name\"": \""Material Type\"", \""value\"": \""wool, Wool & Wool Blend\""}"",""{\""name\"": \""Batteries required\"", \""value\"": \""No\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""3.2 ounces\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B007QYIX1G\""}""}"
amzn_us___B0C5JD6Z9Y,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Avocado Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""52 x 28 x 0.4 inches\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JD6Z9Y\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""05M 17, 2023\""}""}"
amzn_us___B07GHXC71X,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"The Bundle of Dreams Crib & Toddler Mattress has an Organic Cotton, water repellent, removable & machine washable. This 100% Breathable mattress not only helps regulate temperature by allowing air to pass through the entire mattress, but there are no VOC's, no off-gassing (that chemical smell when you open a mattress with foam), and no toxic emissions. It's designed for extra firm infant support, and a comfortable plush side for your growing toddler. All materials used are eco-friendly, hypoallergenic, and breathable. This mattress is GreenGuard Gold Certified. What is Bundle Fiber? Bundle Fiber is our primary ingredient. It is formed from a food grade polymer which is converted in the manufacturing process into our new blend of densified polyester. Its durable binder fibers give it the feel and elasticity of your highest grades of foam but without off-gassing, VOC's, and other potentially harmful emissions. Bundle Fiber is an eco-friendly, recyclable, and healthier alternative to foam.","Bundle of Dreams Premium USDA Certified Organic Cotton Covered Water Repellant Bed and Crib Mattress - Full Size - 53"" x 74"" x 6""",Bundle of Dreams,"{""Two Stage - one side for infants, other for toddlers"",""100% breathable"",""Hypoallergenic & Non-Toxic"",""Organic Cotton, Water Repellent Cover"",""Removable & Machine Washable Cover""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""53 x 6 x 74 inches\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""Bundle of Dreams\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B07GHXC71X\""}"",""{\""name\"": \""Is Discontinued By Manufacturer\"", \""value\"": \""No\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""August 15, 2018\""}""}"
